;moviename;data;file
55032;Jules and Jim;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951617840', 'SubFileName': 'Truffaut, François - (1962) - Jules et Jim - DivX 3 - 512 x 384 @ 23,976 - French - Separate Subtitl', 'SubActualCD': '1', 'SubSize': '93607', 'SubHash': 'd3e84b4705d5512b4dcc588529be09e3', 'SubLastTS': '01:45:34', 'SubTSGroup': '1', 'InfoReleaseGroup': 'Separate Subtitl', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3089043', 'UserID': '88021', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2006-12-05 08:42:27', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '11231', 'MovieReleaseName': 'Jules et Jim', 'MovieFPS': '0.000', 'IDMovie': '1212', 'IDMovieImdb': '55032', 'MovieName': 'Jules and Jim', 'MovieNameEng': 'Jules and Jim', 'MovieYear': '1962', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'ericb2038', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'administrator', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '90ecd89ba6136b2e09d82096a27878cc', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b20c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951617840.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5350bb4/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3089043', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3089043/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/jules-and-jim-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0055032', 'sublanguageid': 'eng'}, 'Score': 33.11231};{'1951617840': '/home/eva/Diploma/os/55032.srt'}
135024;A Real Young Girl;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951618926', 'SubFileName': 'Breillat, Catherine - (1976) - Vraie Jeune Fille, Une.srt', 'SubActualCD': '1', 'SubSize': '35034', 'SubHash': '1fab1c83f6d00268b187f250df88ab13', 'SubLastTS': '01:26:55', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3090084', 'UserID': '88021', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2006-12-12 08:51:03', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '14386', 'MovieReleaseName': 'Une Vraie Jeune Fille', 'MovieFPS': '29.970', 'IDMovie': '7277', 'IDMovieImdb': '135024', 'MovieName': 'A Real Young Girl', 'MovieNameEng': 'A Real Young Girl', 'MovieYear': '1976', 'MovieImdbRating': '5.3', 'SubFeatured': '0', 'UserNickName': 'ericb2038', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '1', 'SubHearingImpaired': '0', 'UserRank': 'administrator', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'f55cac92c3be4f731d6b99faa3d4ce1a', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19bb0c59/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951618926.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f51f0bb1/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3090084', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3090084/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/a-real-young-girl-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0135024', 'sublanguageid': 'eng'}, 'Score': 33.14386};{'1951618926': '/home/eva/Diploma/os/135024.srt'}
375679;Crash;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1956062328', 'SubFileName': 'Crash (2004) 1080p ENG-ITA x264 bluray - Contatto Fisico -Shiv.eng.srt', 'SubActualCD': '1', 'SubSize': '97115', 'SubHash': 'bac5d7fc68d51d88ebef2af1787f5d4d', 'SubLastTS': '01:47:08', 'SubTSGroup': '108', 'InfoReleaseGroup': 'Contatto Fisico -Shiv@', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '7485525', 'UserID': '1012060', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2018-09-21 09:39:33', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '10516', 'MovieReleaseName': 'Crash (2004) 1080p ENG-ITA x264 bluray - Contatto Fisico -Shiv@', 'MovieFPS': '24.000', 'IDMovie': '935', 'IDMovieImdb': '375679', 'MovieName': 'Crash', 'MovieNameEng': '', 'MovieYear': '2004', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'SuperMau', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'f8fcd4c745552a4fc61c2f2040987697', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19ab0c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1956062328.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5660bbd/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/7485525', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/7485525/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/crash-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0375679', 'sublanguageid': 'eng'}, 'Score': 33.10516};{'1956062328': '/home/eva/Diploma/os/375679.srt'}
70849;Last Tango in Paris;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952817655', 'SubFileName': 'Last Tango In Paris.Eng.srt', 'SubActualCD': '1', 'SubSize': '51207', 'SubHash': '782d47d0f22dce02c030768986f9ba1d', 'SubLastTS': '02:09:08', 'SubTSGroup': '28', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4139792', 'UserID': '1138960', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2011-03-19 21:06:44', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '20995', 'MovieReleaseName': 'Last.Tango.In.Paris.1972.720p.BluRay.x264-SiNNERS', 'MovieFPS': '23.976', 'IDMovie': '1054', 'IDMovieImdb': '70849', 'MovieName': 'Last Tango in Paris', 'MovieNameEng': 'Last Tango in Paris', 'MovieYear': '1972', 'MovieImdbRating': '6.9', 'SubFeatured': '0', 'UserNickName': 'es2fran', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '5b4019027c5ed05d8bcb5dea84e19790', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19c60c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952817655.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5470bbc/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4139792', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4139792/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/last-tango-in-paris-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0070849', 'sublanguageid': 'eng'}, 'Score': 23.20995};{'1952817655': '/home/eva/Diploma/os/70849.srt'}
101452;Bill & Ted's Bogus Journey;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1955319682', 'SubFileName': 'Bill.and.Teds.Bogus.Journey.1991.720p.BluRay.X264-AMIABLE.srt', 'SubActualCD': '1', 'SubSize': '61923', 'SubHash': '3f0b3c1054c0ef4bc7cea1314adc5b36', 'SubLastTS': '01:28:14', 'SubTSGroup': '6', 'InfoReleaseGroup': 'AMIABLE', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '6739691', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2016-09-20 06:24:08', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '20739', 'MovieReleaseName': 'Bill.and.Teds.Bogus.Journey.1991.720p.BluRay.X264-AMIABLE', 'MovieFPS': '23.976', 'IDMovie': '21711', 'IDMovieImdb': '101452', 'MovieName': ""Bill & Ted's Bogus Journey"", 'MovieNameEng': '', 'MovieYear': '1991', 'MovieImdbRating': '6.3', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '686e88ba442fc790ddf84877431f7561', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19c80c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1955319682.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5750bc2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6739691', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6739691/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/bill-ted-s-bogus-journey-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0101452', 'sublanguageid': 'eng'}, 'Score': 33.20739}";{'1955319682': '/home/eva/Diploma/os/101452.srt'}
318462;The Motorcycle Diaries;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '129588', 'SubFileName': 'The.Motorcycle.Diaries.2004.DVDRip.XviD.avi.sub', 'SubActualCD': '1', 'SubSize': '62073', 'SubHash': '1d1e96a759bed16d1271cda6f3429fbe', 'SubLastTS': '168593', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '95484', 'UserID': '45835', 'SubLanguageID': 'eng', 'SubFormat': 'sub', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2005-05-08 00:00:00', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '25328', 'MovieReleaseName': 'Motorcycle Diaries, The (2004)', 'MovieFPS': '25.000', 'IDMovie': '170', 'IDMovieImdb': '318462', 'MovieName': 'The Motorcycle Diaries', 'MovieNameEng': 'The Motorcycle Diaries', 'MovieYear': '2004', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'lookang (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '80059418a491722b7903d8de71bbaad9', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e98b0b8a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/129588.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-de280b57/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/95484', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/95484/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-motorcycle-diaries-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0318462', 'sublanguageid': 'eng'}, 'Score': 21.25328};{'129588': '/home/eva/Diploma/os/318462.srt'}
403217;Last Days;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '236443', 'SubFileName': 'Last.Days.2005.LiMiTED.CD2.DVDRip.XviD-C00LdUdE.srt', 'SubActualCD': '2', 'SubSize': '19920', 'SubHash': '11ba18ec20d79676a7d23d128f60fba9', 'SubLastTS': '00:48:47', 'SubTSGroup': '4', 'InfoReleaseGroup': 'C00LdUdE', 'InfoFormat': 'DVD', 'InfoOther': 'Limited', 'IDSubtitle': '176311', 'UserID': '47419', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2005-03-01 00:00:00', 'SubBad': '0', 'SubRating': '6.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '5752', 'MovieReleaseName': 'limited.dvdrip.xvid-cooldude', 'MovieFPS': '25.000', 'IDMovie': '5265', 'IDMovieImdb': '403217', 'MovieName': 'Last Days', 'MovieNameEng': '', 'MovieYear': '2005', 'MovieImdbRating': '5.7', 'SubFeatured': '0', 'UserNickName': 'miskon (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '7b5b6efd3a4f59bccd9971324713f012', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e97a0b7f/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/236443.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e97d0b7c/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/176311', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/176311/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/last-days-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0403217', 'sublanguageid': 'eng'}, 'Score': 22.25752};{'236443': '/home/eva/Diploma/os/403217.srt'}
47034;Godzilla;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951620455', 'SubFileName': 'Gojira.1954.DVDRip.XviD.AC3-C00LdUdE.Eng.srt', 'SubActualCD': '1', 'SubSize': '55663', 'SubHash': 'e5157860304bd368cf38af9352a66a43', 'SubLastTS': '01:35:29', 'SubTSGroup': '2', 'InfoReleaseGroup': 'C00LdUdE', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3091239', 'UserID': '98494', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2006-12-19 11:21:20', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '14546', 'MovieReleaseName': 'Godzilla', 'MovieFPS': '23.980', 'IDMovie': '21385', 'IDMovieImdb': '47034', 'MovieName': 'Godzilla', 'MovieNameEng': '', 'MovieYear': '1954', 'MovieImdbRating': '7.5', 'SubFeatured': '0', 'UserNickName': 'elguaxo', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '0e10ea6b19ce254bcd72282b8a80f823', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19960c4f/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951620455.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5240bb4/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3091239', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3091239/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/godzilla-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0047034', 'sublanguageid': 'eng'}, 'Score': 23.14546};{'1951620455': '/home/eva/Diploma/os/47034.srt'}
58379;Mothra vs. Godzilla;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1956597842', 'SubFileName': 'Mothra vs. Godzilla.srt', 'SubActualCD': '1', 'SubSize': '100494', 'SubHash': 'da97d5de8f1eab0e8a9e553efac6c26c', 'SubLastTS': '01:28:47', 'SubTSGroup': '5', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '8028625', 'UserID': '0', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2019-12-22 21:14:47', 'SubBad': '0', 'SubRating': '7.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '1921', 'MovieReleaseName': 'Criterion BluRay release', 'MovieFPS': '23.976', 'IDMovie': '25547', 'IDMovieImdb': '58379', 'MovieName': 'Mothra vs. Godzilla', 'MovieNameEng': '', 'MovieYear': '1964', 'MovieImdbRating': '6.5', 'SubFeatured': '0', 'UserNickName': '', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': '', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'a195b3d116d25374adf92c8cf5882831', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19f90c61/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1956597842.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5460bb8/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/8028625', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/8028625/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/mothra-vs-godzilla-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0058379', 'sublanguageid': 'eng'}, 'Score': 11.41921};{'1956597842': '/home/eva/Diploma/os/58379.srt'}
780180;Wer fruher stirbt, ist langer tot;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952699998', 'SubFileName': 'Wer fruher stirbt, ist langer tot.ENG.srt', 'SubActualCD': '1', 'SubSize': '61347', 'SubHash': 'c6a664c4df0576da7782c6add7656609', 'SubLastTS': '01:36:34', 'SubTSGroup': '6', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4025557', 'UserID': '927708', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-12-27 23:44:10', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1179', 'MovieReleaseName': 'DVDrip', 'MovieFPS': '23.976', 'IDMovie': '24081', 'IDMovieImdb': '780180', 'MovieName': 'Wer fruher stirbt, ist langer tot', 'MovieNameEng': '', 'MovieYear': '2006', 'MovieImdbRating': '7.5', 'SubFeatured': '0', 'UserNickName': 'FnG', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'dfd44fbc9d210ec885788ce2581d6018', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19fe0c6c/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952699998.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5230bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4025557', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4025557/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/wer-fruher-stirbt-ist-langer-tot-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0780180', 'sublanguageid': 'eng'}, 'Score': 33.01179};{'1952699998': '/home/eva/Diploma/os/780180.srt'}
405676;All the King's Men;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953058317', 'SubFileName': 'dmd-atkm-cd1.srt', 'SubActualCD': '1', 'SubSize': '67440', 'SubHash': '79944f1934561dd79bffbf65fac31d86', 'SubLastTS': '01:02:01', 'SubTSGroup': '4', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4493273', 'UserID': '67148', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2012-03-18 15:55:42', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1177', 'MovieReleaseName': 'All.the.Kings.Men.(2006).DVDRip.AC3.XviD-DiAMOND', 'MovieFPS': '23.976', 'IDMovie': '20431', 'IDMovieImdb': '405676', 'MovieName': ""All the King's Men"", 'MovieNameEng': '', 'MovieYear': '2006', 'MovieImdbRating': '6.1', 'SubFeatured': '0', 'UserNickName': 'Theus', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '8be86c64c467f283c0e843ac0a356f68', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a60c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953058317.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f54d0bb9/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4493273', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4493273/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/all-the-king-s-men-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0405676', 'sublanguageid': 'eng'}, 'Score': 33.01177}";{'1953058317': '/home/eva/Diploma/os/405676.srt'}
371746;Iron Man;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951927781', 'SubFileName': 'Iron.Man[2008]DvDrip-aXXo.en.srt', 'SubActualCD': '1', 'SubSize': '107393', 'SubHash': '3e581cb0e0bc860ca368b76caa1d9a48', 'SubLastTS': '02:05:47', 'SubTSGroup': '2', 'InfoReleaseGroup': 'aXXo', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3332660', 'UserID': '451347', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-09-14 19:07:40', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '3', 'SubDownloadsCnt': '453403', 'MovieReleaseName': 'Iron.Man[2008]DvDrip-aXXo', 'MovieFPS': '23.980', 'IDMovie': '24348', 'IDMovieImdb': '371746', 'MovieName': 'Iron Man', 'MovieNameEng': '', 'MovieYear': '2008', 'MovieImdbRating': '7.9', 'SubFeatured': '0', 'UserNickName': 'LeapinLar', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '612e10031cb9807150e3943c76a00a5e', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19cf0c5b/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951927781.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5250bb0/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3332660', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3332660/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/iron-man-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0371746', 'sublanguageid': 'eng'}, 'Score': 39.53403};{'1951927781': '/home/eva/Diploma/os/371746.srt'}
