;moviename;data;file
15864;The Gold Rush;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952320350', 'SubFileName': 'The.Gold.Rush.1925.720p.BluRay.x264-BestHD.ENG.srt', 'SubActualCD': '1', 'SubSize': '25627', 'SubHash': '5b7b5a0176c6dcfff95184c37bd3eeca', 'SubLastTS': '01:11:28', 'SubTSGroup': '4', 'InfoReleaseGroup': 'BestHD', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '3673794', 'UserID': '520179', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-05-08 12:01:25', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '8293', 'MovieReleaseName': 'The.Gold.Rush.1925.720p.BluRay.x264-BestHD', 'MovieFPS': '23.976', 'IDMovie': '1102', 'IDMovieImdb': '15864', 'MovieName': 'The Gold Rush', 'MovieNameEng': '', 'MovieYear': '1925', 'MovieImdbRating': '8.2', 'SubFeatured': '0', 'UserNickName': 'Capricorn1', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '72dfddf10bd04d7cdfba1783fcf33911', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19830c47/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952320350.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55c0bc0/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3673794', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3673794/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-gold-rush-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0015864', 'sublanguageid': 'eng'}, 'Score': 33.08293};{'1952320350': '/home/eva/Diploma/os/15864.srt'}
16220;The Phantom of the Opera;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954555765', 'SubFileName': 'The Phantom of The Opera - 1925-eng.srt', 'SubActualCD': '1', 'SubSize': '18595', 'SubHash': '9f78660a072fbf12dad9af623b1cf144', 'SubLastTS': '01:46:19', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '5976797', 'UserID': '1996725', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-12-24 21:53:46', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '5880', 'MovieReleaseName': 'The Phantom of The Opera - 1925', 'MovieFPS': '0.000', 'IDMovie': '25527', 'IDMovieImdb': '16220', 'MovieName': 'The Phantom of the Opera', 'MovieNameEng': '', 'MovieYear': '1925', 'MovieImdbRating': '7.6', 'SubFeatured': '0', 'UserNickName': 'SFNasty', 'SubTranslator': '@Viki', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'f5619f09844be0dff1af4cc938afc3a2', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19d30c5d/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954555765.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f58b0bcb/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5976797', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5976797/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-phantom-of-the-opera-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0016220', 'sublanguageid': 'eng'}, 'Score': 23.0588};{'1954555765': '/home/eva/Diploma/os/16220.srt'}
54047;The Magnificent Seven;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953182871', 'SubFileName': 'The.Magnificent.Seven.1960.720p.BluRay.x264-CiNEFiLE.srt', 'SubActualCD': '1', 'SubSize': '92387', 'SubHash': '8428209749aa739ff92b02f621632725', 'SubLastTS': '02:07:18', 'SubTSGroup': '1', 'InfoReleaseGroup': 'CiNEFiLE', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '4635525', 'UserID': '458171', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-08-08 23:47:36', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '18438', 'MovieReleaseName': 'The.Magnificent.Seven.1960.720p.BluRay.x264-CiNEFiLE', 'MovieFPS': '23.976', 'IDMovie': '16135', 'IDMovieImdb': '54047', 'MovieName': 'The Magnificent Seven', 'MovieNameEng': '', 'MovieYear': '1960', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'vtn54', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'b4240bc844d1fe3b3b6c477bbaac59e1', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b80c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953182871.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5440bb7/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4635525', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4635525/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-magnificent-seven-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0054047', 'sublanguageid': 'eng'}, 'Score': 33.18438};{'1953182871': '/home/eva/Diploma/os/54047.srt'}
54331;Spartacus;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952336161', 'SubFileName': 'Spartacus_en.srt', 'SubActualCD': '1', 'SubSize': '141253', 'SubHash': '3fd13abd6dc58abb2dbe925479d61a33', 'SubLastTS': '03:13:14', 'SubTSGroup': '2', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3686472', 'UserID': '751388', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-06-08 06:32:50', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '12534', 'MovieReleaseName': 'Spartacus.50th.Anniversary.Edition.1960.BluRay.720p.DTS.x264-CHD', 'MovieFPS': '23.976', 'IDMovie': '1511', 'IDMovieImdb': '54331', 'MovieName': 'Spartacus', 'MovieNameEng': 'Spartacus: Rebel Against Rome', 'MovieYear': '1960', 'MovieImdbRating': '7.9', 'SubFeatured': '0', 'UserNickName': 'alien07tit', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'dcd18e4c42057339cb5fcb938fc70fdc', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-199d0c4e/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952336161.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55e0bbd/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3686472', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3686472/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/spartacus-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0054331', 'sublanguageid': 'eng'}, 'Score': 33.12534};{'1952336161': '/home/eva/Diploma/os/54331.srt'}
50825;Paths of Glory;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951692302', 'SubFileName': 'Paths.Of.Glory.1957.DVDRip.XviD-Shoo.ENG.srt', 'SubActualCD': '1', 'SubSize': '89289', 'SubHash': 'a6b97a5ca86c148b6a2ed249373b01d5', 'SubLastTS': '01:22:44', 'SubTSGroup': '2', 'InfoReleaseGroup': 'Shoo', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3145848', 'UserID': '103920', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-09-09 03:23:30', 'SubBad': '0', 'SubRating': '6.3', 'SubSumVotes': '13', 'SubDownloadsCnt': '6560', 'MovieReleaseName': 'DVDRip.XviD-Shoo', 'MovieFPS': '25.000', 'IDMovie': '2452', 'IDMovieImdb': '50825', 'MovieName': 'Paths of Glory', 'MovieNameEng': '', 'MovieYear': '1957', 'MovieImdbRating': '8.4', 'SubFeatured': '0', 'UserNickName': 'ShooCat', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '8a2bf6b2591b917df70e0cb3a4d84346', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b10c4f/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951692302.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5340bba/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3145848', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3145848/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/paths-of-glory-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0050825', 'sublanguageid': 'eng'}, 'Score': 34.3256};{'1951692302': '/home/eva/Diploma/os/50825.srt'}
22458;Tabu: A Story of the South Seas;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '2422', 'SubFileName': '[1931] F.W. Murnau - Tabu (EN).srt', 'SubActualCD': '1', 'SubSize': '5771', 'SubHash': '9cd532ce5c26464ee16040b50fc37898', 'SubLastTS': '01:20:36', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '1999', 'UserID': '37140', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2005-03-01 00:00:00', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '2', 'SubDownloadsCnt': '5009', 'MovieReleaseName': 'Tabu', 'MovieFPS': '0.000', 'IDMovie': '1171', 'IDMovieImdb': '22458', 'MovieName': 'Tabu: A Story of the South Seas', 'MovieNameEng': '', 'MovieYear': '1931', 'MovieImdbRating': '7.6', 'SubFeatured': '0', 'UserNickName': 'norgen', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '327536c2b8ab869e948c7bd990ca6898', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-d2a80b13/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/2422.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-d2c80b25/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/1999', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/1999/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/tabu-a-story-of-the-south-seas-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0022458', 'sublanguageid': 'eng'}, 'Score': 23.05009};{'2422': '/home/eva/Diploma/os/22458.srt'}
120102;Seven Years in Tibet;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951999558', 'SubFileName': 'Seven.Years.in.Tibet.1997.SUPERBIT.DVDRip.XviD.AC3-C00LdUdE.srt', 'SubActualCD': '1', 'SubSize': '75321', 'SubHash': '656c0e9ae7c3e9ec55ed88d5c1b2f88a', 'SubLastTS': '02:10:31', 'SubTSGroup': '2', 'InfoReleaseGroup': 'C00LdUdE', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3393141', 'UserID': '67148', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-12-23 23:36:06', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '29888', 'MovieReleaseName': 'Seven.Years.in.Tibet.1997.SUPERBIT.DVDRip.XviD.AC3-C00LdUdE', 'MovieFPS': '23.976', 'IDMovie': '1300', 'IDMovieImdb': '120102', 'MovieName': 'Seven Years in Tibet', 'MovieNameEng': '', 'MovieYear': '1997', 'MovieImdbRating': '7.1', 'SubFeatured': '0', 'UserNickName': 'Theus', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'aa48e9fd5acf497039e6920b1e825960', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19f50c66/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951999558.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5350bb1/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3393141', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3393141/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/seven-years-in-tibet-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0120102', 'sublanguageid': 'eng'}, 'Score': 33.29888};{'1951999558': '/home/eva/Diploma/os/120102.srt'}
36244;The Ox-Bow Incident;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1955258984', 'SubFileName': 'The.Ox-Bow.Incident.1943.REMASTERED.720p.BluRay.X264-AMIABLE.srt', 'SubActualCD': '1', 'SubSize': '74013', 'SubHash': '4c53bf782bc79cb39a33a03768663696', 'SubLastTS': '01:14:23', 'SubTSGroup': '1', 'InfoReleaseGroup': 'AMIABLE', 'InfoFormat': 'BluRay', 'InfoOther': 'Remastered', 'IDSubtitle': '6678952', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2016-07-08 16:00:50', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '4125', 'MovieReleaseName': 'The.Ox-Bow.Incident.1943.REMASTERED.720p.BluRay.X264-AMIABLE', 'MovieFPS': '23.976', 'IDMovie': '6464', 'IDMovieImdb': '36244', 'MovieName': 'The Ox-Bow Incident', 'MovieNameEng': 'Strange Incident', 'MovieYear': '1942', 'MovieImdbRating': '8.0', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '41bbe466457f222b141764bda13b14f2', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19dd0c61/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1955258984.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5810bc4/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6678952', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6678952/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-ox-bow-incident-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0036244', 'sublanguageid': 'eng'}, 'Score': 33.04125};{'1955258984': '/home/eva/Diploma/os/36244.srt'}
74486;Eraserhead;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1955058156', 'SubFileName': 'Eraserhead.1977.Criterion.All-Bluray.en.srt', 'SubActualCD': '1', 'SubSize': '25209', 'SubHash': '921323b06721107fef176a105db6f0fe', 'SubLastTS': '01:29:13', 'SubTSGroup': '11', 'InfoReleaseGroup': '', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '6475804', 'UserID': '969697', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2016-01-25 07:38:17', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '6581', 'MovieReleaseName': 'Eraserhead.1977.Criterion.All-Bluray', 'MovieFPS': '23.976', 'IDMovie': '202', 'IDMovieImdb': '74486', 'MovieName': 'Eraserhead', 'MovieNameEng': '', 'MovieYear': '1977', 'MovieImdbRating': '7.3', 'SubFeatured': '0', 'UserNickName': 'spaceboy74', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '1', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'f2ac2e96f589a075efc5c641c2cecd5d', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b50c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1955058156.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55e0bbb/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/6475804', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/6475804/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/eraserhead-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0074486', 'sublanguageid': 'eng'}, 'Score': 35.06581};{'1955058156': '/home/eva/Diploma/os/74486.srt'}
32811;The Mortal Storm;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954353757', 'SubFileName': 'The Mortal Storm (1940).srt', 'SubActualCD': '1', 'SubSize': '117322', 'SubHash': '46e016150fd1ee7edad3a6b858fc706f', 'SubLastTS': '01:39:28', 'SubTSGroup': '2', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '5775621', 'UserID': '0', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-08-02 22:18:46', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '1047', 'MovieReleaseName': ' The Mortal Storm (1940)', 'MovieFPS': '25.000', 'IDMovie': '51486', 'IDMovieImdb': '32811', 'MovieName': 'The Mortal Storm', 'MovieNameEng': '', 'MovieYear': '1940', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': '', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': '', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'a8c41e2993d95488a511b3a378bc668f', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19bf0c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954353757.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5640bba/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5775621', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5775621/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-mortal-storm-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0032811', 'sublanguageid': 'eng'}, 'Score': 12.01047};{'1954353757': '/home/eva/Diploma/os/32811.srt'}
36775;Double Indemnity;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952338405', 'SubFileName': 'Double Indemnity_en.srt', 'SubActualCD': '1', 'SubSize': '150948', 'SubHash': 'cb80c72532b085e8063f5192b2d56c5e', 'SubLastTS': '01:42:14', 'SubTSGroup': '4', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3688465', 'UserID': '751388', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-06-11 18:25:19', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '12270', 'MovieReleaseName': 'Double Indemnity (1944) Fred MacMurray', 'MovieFPS': '25.000', 'IDMovie': '6490', 'IDMovieImdb': '36775', 'MovieName': 'Double Indemnity', 'MovieNameEng': '', 'MovieYear': '1944', 'MovieImdbRating': '8.3', 'SubFeatured': '0', 'UserNickName': 'alien07tit', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'b9f6d94c78bfab4a0e991ee992604a22', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a60c51/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952338405.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5670bc1/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3688465', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3688465/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/double-indemnity-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0036775', 'sublanguageid': 'eng'}, 'Score': 35.1227};{'1952338405': '/home/eva/Diploma/os/36775.srt'}
